cod_modelo_color,des_filename,cod_color,des_color,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,attribute_name,test_id
88_49708380,88_49708380_67070621-92_.jpg,92,GRIS,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49708380_waist_type
88_49718136,88_49718136_67044446-52_.jpg,52,AZUL,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49718136_waist_type
88_49722082,88_49722082_67075738-05_.jpg,05,CRUDO,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49722082_waist_type
88_49722675,88_49722675_67054058-99_.jpg,99,NEGRO,Female,Adult,WOMAN,SYNTHETIC LEATHER,Tops,Tops,Tops,Top,waist_type,88_49722675_waist_type
88_49729299,88_49729299_67018640-99_.jpg,99,NEGRO,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,waist_type,88_49729299_waist_type
88_49732864,88_49732864_67098638-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49732864_waist_type
88_49734600,88_49734600_67086754-50_.jpg,50,CELESTE,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49734600_waist_type
88_49731365,88_49731365_67067139-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49731365_waist_type
88_49719822,88_49719822_67014470-43_.jpg,43,VERDE,Male,Baby,KIDS,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49719822_waist_type
88_49732661,88_49732661_67076324-PL_.jpg,PL,PLATA,Female,Teen,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49732661_waist_type
88_49733120,88_49733120_67037926-02_.jpg,02,OFFWHITE,Female,Baby,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49733120_waist_type
88_49733679,88_49733679_67069229-01_.jpg,01,BLANCO,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49733679_waist_type
88_49719841,88_49719841_67024469-02_B.jpg,02,OFFWHITE,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49719841_waist_type
88_49728519,88_49728519_67087124-87_.jpg,87,CORAL,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49728519_waist_type
88_49728656,88_49728656_67037914-01_B.jpg,01,BLANCO,Female,Baby,KIDS,JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49728656_waist_type
88_49728886,88_49728886_67048641-52_.jpg,52,AZUL,Female,Adult,WOMAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49728886_waist_type
88_49713366,88_49713366_67025139-69_B.jpg,69,MARINO,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49713366_waist_type
88_49727375,88_49727375_67097121-43_.jpg,43,VERDE,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49727375_waist_type
88_49737951,88_49737951_67009248-05_.jpg,05,CRUDO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49737951_waist_type
88_49718155,88_49718155_67064450-06_.jpg,06,PIEDRA,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49718155_waist_type
88_49728890,88_49728890_67057128-68_B.jpg,68,MALVA,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49728890_waist_type
88_49735312,88_49735312_67058651-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49735312_waist_type
88_49708515,88_49708515_67030631-56_.jpg,56,NAVY,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49708515_waist_type
88_49719669,88_49719669_67054464-37_B.jpg,37,KHAKI,Female,Kids,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Pichi,waist_type,88_49719669_waist_type
88_49713423,88_49713423_67090459-09_.jpg,09,CAMEL,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49713423_waist_type
88_49725377,88_49725377_67036027-01_.jpg,01,BLANCO,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49725377_waist_type
88_49728173,88_49728173_67077131-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49728173_waist_type
88_49728882,88_49728882_67037703-59_.jpg,59,PETROLEO,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49728882_waist_type
88_49737953,88_49737953_67009250-14_.jpg,14,LIMA,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49737953_waist_type
88_49724224,88_49724224_67072921-06_.jpg,06,PIEDRA,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49724224_waist_type
88_49711614,88_49711614_67030652-07_.jpg,07,ARENA,Male,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49711614_waist_type
88_49710902,88_49710902_67010420-02_B.jpg,02,OFFWHITE,Female,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49710902_waist_type
88_49717716,88_49717716_67033691-92_B.jpg,92,GRIS,Female,Baby,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49717716_waist_type
88_49719291,88_49719291_67034034-83_.jpg,83,ROSA PALO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49719291_waist_type
88_49721772,88_49721772_67095992-54_.jpg,54,INDIGO,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49721772_waist_type
88_49724081,88_49724081_67006344-CU_.jpg,CU,CUERO,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49724081_waist_type
88_49715045,88_49715045_67033687-07_B.jpg,07,ARENA,Male,Kids,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49715045_waist_type
88_49720006,88_49720006_67081506-99_.jpg,99,NEGRO,Female,Adult,WOMAN,LEATHER,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49720006_waist_type
88_49721152,88_49721152_67086728-40_.jpg,40,VERDE PASTEL,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49721152_waist_type
88_49714695,88_49714695_67032532-88_.jpg,88,FUCSIA,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49714695_waist_type
88_49722627,88_49722627_67026001-99_B.jpg,99,NEGRO,Male,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49722627_waist_type
88_49725649,88_49725649_67096332-02_B.jpg,02,OFFWHITE,Male,Newborn,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Overall,waist_type,88_49725649_waist_type
88_49727514,88_49727514_67027120-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49727514_waist_type
88_49717968,88_49717968_67053271-52_.jpg,52,AZUL,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Foulard,waist_type,88_49717968_waist_type
88_49721448,88_49721448_67084471-99_.jpg,99,NEGRO,Female,Teen,KIDS,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49721448_waist_type
88_49710976,88_49710976_67020649-05_.jpg,05,CRUDO,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49710976_waist_type
88_49717513,88_49717513_67010484-16_.jpg,16,OCRE,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49717513_waist_type
88_49734581,88_49734581_67049231-20_.jpg,20,NARANJA,Female,Teen,KIDS,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49734581_waist_type
88_49713810,88_49713810_67070467-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49713810_waist_type
88_49724598,88_49724598_67044064-05_.jpg,05,CRUDO,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49724598_waist_type
88_49730308,88_49730308_67068646-88_.jpg,88,FUCSIA,Female,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49730308_waist_type
88_49729343,88_49729343_67097134-07_.jpg,07,ARENA,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49729343_waist_type
88_49721691,88_49721691_67015998-50_.jpg,50,CELESTE,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49721691_waist_type
88_49723526,88_49723526_67006337-99_.jpg,99,NEGRO,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49723526_waist_type
88_49712050,88_49712050_67060652-07_B.jpg,07,ARENA,Female,Baby,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,waist_type,88_49712050_waist_type
88_49726512,88_49726512_67075747-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49726512_waist_type
88_49730482,88_49730482_67047139-05_.jpg,05,CRUDO,Female,Adult,WOMAN,TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49730482_waist_type
88_49716771,88_49716771_67040478-99_.jpg,99,NEGRO,Female,Teen,KIDS,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49716771_waist_type
88_49710924,88_49710924_67010651-CO_.jpg,CO,COBRE,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49710924_waist_type
88_49725778,88_49725778_67044068-56_.jpg,56,NAVY,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49725778_waist_type
88_49722717,88_49722717_67075999-35_B.jpg,35,TOPO,Male,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49722717_waist_type
88_49722781,88_49722781_67096730-50_.jpg,50,CELESTE,Female,Teen,KIDS,TRICOT,Tops,Tops,Tops,Top,waist_type,88_49722781_waist_type
88_49726155,88_49726155_67066736-92_.jpg,92,GRIS,Female,Young,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49726155_waist_type
88_49714708,88_49714708_67053686-16_B.jpg,16,OCRE,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49714708_waist_type
88_49722448,88_49722448_67035740-08_.jpg,08,BEIGE,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49722448_waist_type
88_49726644,88_49726644_67075750-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,waist_type,88_49726644_waist_type
88_49731859,88_49731859_67087695-56_.jpg,56,NAVY,Male,Adult,MAN,TRICOT,Tops,T-shirts,Poloshirts,Poloshirt,waist_type,88_49731859_waist_type
88_49723316,88_49723316_67077696-56_.jpg,56,NAVY,Male,Adult,MAN,WOVEN,Outerwear,Jackets and Blazers,Blazers,Blazer,waist_type,88_49723316_waist_type
88_49743586,88_49743586_67073692-05_.jpg,05,CRUDO,Female,Adult,WOMAN,CIRCULAR,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49743586_waist_type
88_49708925,88_49708925_67070628-TM_.jpg,TM,TEJANO MEDIO,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49708925_waist_type
88_49711190,88_49711190_67080632-56_.jpg,56,NAVY,Male,Adult,MAN,CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,waist_type,88_49711190_waist_type
88_49729464,88_49729464_67016341-87_.jpg,87,CORAL,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49729464_waist_type
88_49723525,88_49723525_67006336-99_.jpg,99,NEGRO,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49723525_waist_type
88_49708923,88_49708923_67050351-TN_.jpg,TN,TEJANO NEGRO,Female,Adult,WOMAN,JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49708923_waist_type
88_49729463,88_49729463_67016340-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49729463_waist_type
88_49709389,88_49709389_67010621-30_.jpg,30,MARRON,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Coats,Coat,waist_type,88_49709389_waist_type
88_49720071,88_49720071_67094782-08_.jpg,08,BEIGE,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,waist_type,88_49720071_waist_type
88_49730471,88_49730471_67037139-56_.jpg,56,NAVY,Female,Adult,WOMAN,TRICOT,Tops,Tops,Tops,Top,waist_type,88_49730471_waist_type
88_49710972,88_49710972_67020644-56_.jpg,56,NAVY,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49710972_waist_type
88_49723875,88_49723875_67055747-52_.jpg,52,AZUL,Female,Adult,WOMAN,TRICOT,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49723875_waist_type
88_49720779,88_49720779_67070485-99_.jpg,99,NEGRO,Female,Young,WOMAN,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,waist_type,88_49720779_waist_type
88_49717326,88_49717326_67092536-56_B.jpg,56,NAVY,Female,Newborn,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,waist_type,88_49717326_waist_type
88_49721700,88_49721700_67026321-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49721700_waist_type
88_49722692,88_49722692_67064043-37_.jpg,37,KHAKI,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49722692_waist_type
88_49729921,88_49729921_67068270-02_.jpg,02,OFFWHITE,Female,Teen,KIDS,WOVEN,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49729921_waist_type
88_49727774,88_49727774_67067706-99_.jpg,99,NEGRO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49727774_waist_type
88_49712198,88_49712198_67030456-69_B.jpg,69,MARINO,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49712198_waist_type
88_49720817,88_49720817_67084034-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49720817_waist_type
88_49724679,88_49724679_67097698-80_.jpg,80,NUDE,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49724679_waist_type
88_49718193,88_49718193_67084448-98_.jpg,98,VISON,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,waist_type,88_49718193_waist_type
88_49728165,88_49728165_67067119-99_.jpg,99,NEGRO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49728165_waist_type
88_49720056,88_49720056_67094040-37_.jpg,37,KHAKI,Female,Adult,WOMAN,CIRCULAR,Tops,Shirts,Shirt,Shirt,waist_type,88_49720056_waist_type
88_49712718,88_49712718_67012531-09_.jpg,09,CAMEL,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49712718_waist_type
88_49707523,88_49707523_67040618-37_.jpg,37,KHAKI,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Parkas,Parka,waist_type,88_49707523_waist_type
88_49716127,88_49716127_67094016-06_.jpg,06,PIEDRA,Female,Adult,WOMAN,WOVEN,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,waist_type,88_49716127_waist_type
88_49717411,88_49717411_67026731-56_.jpg,56,NAVY,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49717411_waist_type
88_49727940,88_49727940_67057126-05_.jpg,05,CRUDO,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49727940_waist_type
88_49708549,88_49708549_67040630-92_.jpg,92,GRIS,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49708549_waist_type
88_49717026,88_49717026_67045982-01_.jpg,01,BLANCO,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49717026_waist_type
88_49717901,88_49717901_67095722-43_.jpg,43,VERDE,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Foulard,waist_type,88_49717901_waist_type
88_49715303,88_49715303_67000685-TM_.jpg,TM,TEJANO MEDIO,Female,Adult,WOMAN,JEANS,Bottoms,Jeans,Jeans,Jeans,waist_type,88_49715303_waist_type
88_49725374,88_49725374_67034066-09_.jpg,09,CAMEL,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49725374_waist_type
88_49719955,88_49719955_67064784-50_.jpg,50,CELESTE,Male,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49719955_waist_type
88_49728697,88_49728697_67067134-52_.jpg,52,AZUL,Female,Kids,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,waist_type,88_49728697_waist_type
88_49715206,88_49715206_67080678-85_.jpg,85,ROSA,Female,Baby,KIDS,WOVEN,Outerwear,Coats and Parkas,Outer Vest,Outer vest,waist_type,88_49715206_waist_type
88_49718829,88_49718829_67054454-43_.jpg,43,VERDE,Male,Adult,MAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49718829_waist_type
88_49728647,88_49728647_67028641-70_.jpg,70,ROJO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49728647_waist_type
88_49734599,88_49734599_67085155-02_.jpg,02,OFFWHITE,Female,Teen,KIDS,WOVEN,Outerwear,Jackets and Blazers,Vest,Vest,waist_type,88_49734599_waist_type
88_49721736,88_49721736_67065992-05_.jpg,05,CRUDO,Female,Baby,KIDS,WOVEN,Outerwear,Jackets and Blazers,Jackets,Jacket,waist_type,88_49721736_waist_type
88_49722612,88_49722612_67016008-56_.jpg,56,NAVY,Female,Baby,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49722612_waist_type
88_49722690,88_49722690_67056732-57_.jpg,57,AZUL NOCHE,Female,Teen,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49722690_waist_type
88_49727287,88_49727287_67009606-81_.jpg,81,ROSA PASTEL,Female,Young,WOMAN,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49727287_waist_type
88_49731411,88_49731411_67087921-99_B.jpg,99,NEGRO,Male,Kids,KIDS,CIRCULAR,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49731411_waist_type
88_49733140,88_49733140_67076046-05_.jpg,05,CRUDO,Female,Kids,KIDS,CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49733140_waist_type
88_49710488,88_49710488_67080636-TC_.jpg,TC,TEJANO CLARO,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49710488_waist_type
88_49714691,88_49714691_67023687-52_.jpg,52,AZUL,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49714691_waist_type
88_49721697,88_49721697_67025739-99_.jpg,99,NEGRO,Female,Kids,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49721697_waist_type
88_49717564,88_49717564_67076726-08_.jpg,08,BEIGE,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49717564_waist_type
88_49723328,88_49723328_67085743-06_.jpg,06,PIEDRA,Female,Kids,KIDS,WOVEN,Bottoms,Skirts and shorts,Skirts,Skirt,waist_type,88_49723328_waist_type
88_49719391,88_49719391_67077110-01_.jpg,01,BLANCO,Female,Adult,WOMAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49719391_waist_type
88_49712715,88_49712715_67010462-09_.jpg,09,CAMEL,Female,Adult,WOMAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49712715_waist_type
88_49710923,88_49710923_67010651-98_.jpg,98,VISON,Male,Adult,MAN,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49710923_waist_type
88_49707249,88_49707249_67000636-92_.jpg,92,GRIS,Male,Adult,MAN,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49707249_waist_type
88_49710457,88_49710457_67060428-08_.jpg,08,BEIGE,Female,Teen,KIDS,JEANS,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49710457_waist_type
88_49719947,88_49719947_67064457-56_B.jpg,56,NAVY,Male,Kids,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Joggers,waist_type,88_49719947_waist_type
88_49722634,88_49722634_67026013-TC_B.jpg,TC,TEJANO CLARO,Female,Kids,KIDS,JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,waist_type,88_49722634_waist_type
88_49721431,88_49721431_67070476-05_.jpg,05,CRUDO,Female,Adult,WOMAN,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,waist_type,88_49721431_waist_type
88_49723608,88_49723608_67086734-56_.jpg,56,NAVY,Female,Teen,KIDS,WOVEN,Tops,Tops,Tops,Top,waist_type,88_49723608_waist_type
88_49720725,88_49720725_67033698-01_B.jpg,01,BLANCO,Female,Kids,KIDS,WOVEN,Bottoms,Trousers & leggings,Trousers,Trousers,waist_type,88_49720725_waist_type
88_49727961,88_49727961_67150006-99_.jpg,99,NEGRO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,waist_type,88_49727961_waist_type
88_49719365,88_49719365_67067111-05_.jpg,05,CRUDO,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49719365_waist_type
88_49725172,88_49725172_67016031-50_.jpg,50,CELESTE,Female,Kids,KIDS,WOVEN,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,waist_type,88_49725172_waist_type
88_49729906,88_49729906_67057916-OR_.jpg,OR,ORO,Female,Kids,KIDS,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,waist_type,88_49729906_waist_type
88_49709811,88_49709811_67010426-99_.jpg,99,NEGRO,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49709811_waist_type
88_49715173,88_49715173_67030680-50_B.jpg,50,CELESTE,Female,Baby,KIDS,CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,waist_type,88_49715173_waist_type
88_49715774,88_49715774_67024450-43_.jpg,43,VERDE,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49715774_waist_type
88_49717885,88_49717885_67055724-52_.jpg,52,AZUL,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,waist_type,88_49717885_waist_type
88_49707291,88_49707291_67060618-78_.jpg,78,BURDEOS,Male,Adult,MAN,WOVEN,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,waist_type,88_49707291_waist_type
88_49719925,88_49719925_67054468-56_.jpg,56,NAVY,Female,Teen,KIDS,WOVEN,Tops,Shirts,Shirt,Blouse,waist_type,88_49719925_waist_type
88_49712039,88_49712039_67040453-02_B.jpg,02,OFFWHITE,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49712039_waist_type
88_49714935,88_49714935_67051505-04_.jpg,04,MARFIL,Male,Kids,KIDS,WOVEN,Outerwear,Coats and Parkas,Outer Vest,Outer vest,waist_type,88_49714935_waist_type
88_49715365,88_49715365_67064012-02_.jpg,02,OFFWHITE,Female,Adult,WOMAN,CIRCULAR,Tops,Shirts,Shirt,Shirt,waist_type,88_49715365_waist_type
88_49713815,88_49713815_67072913-95_.jpg,95,ANTRACITA,Female,Teen,KIDS,TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,waist_type,88_49713815_waist_type
88_49726487,88_49726487_67005749-37_.jpg,37,KHAKI,Female,Adult,WOMAN,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49726487_waist_type
88_49722100,88_49722100_67097691-TM_B.jpg,TM,TEJANO MEDIO,Male,Kids,KIDS,JEANS,Bottoms,Skirts and shorts,Shorts,Bermudas,waist_type,88_49722100_waist_type
88_49733667,88_49733667_67048643-70_.jpg,70,ROJO,Female,Adult,WOMAN,CIRCULAR,Tops,Tops,Tops,Top,waist_type,88_49733667_waist_type
88_49729863,88_49729863_67017925-02_B.jpg,02,OFFWHITE,Male,Kids,KIDS,CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,waist_type,88_49729863_waist_type
88_49705108,88_49705108_67010256-05_.jpg,05,CRUDO,Female,Adult,WOMAN,ACCESSORIES,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,waist_type,88_49705108_waist_type
88_49708035,88_49708035_67050268-50_.jpg,50,CELESTE,Male,Adult,MAN,WOVEN,Tops,Shirts,Shirt,Shirt,waist_type,88_49708035_waist_type
