test_id,des_value
85_1201051_silhouette_type,Cargo
85_1180955_silhouette_type,Acampanado/Flare
83_1145974_silhouette_type,Oversize
81_1055053_silhouette_type,Evase
86_1224796_silhouette_type,Lápiz
86_1209673_silhouette_type,INVALID
83_1119459_silhouette_type,INVALID
85_1192872_silhouette_type,INVALID
85_1192707_silhouette_type,INVALID
81_1064747_silhouette_type,Boyfriend
85_1205697_silhouette_type,Evase
85_1181905_silhouette_type,INVALID
86_1229488_silhouette_type,Evase
85_1195131_silhouette_type,Cargo
84_1169162_silhouette_type,Acampanado/Flare
83_1146473_silhouette_type,Evase
83_1122467_silhouette_type,Recto
85_1183307_silhouette_type,INVALID
82_1111666_silhouette_type,INVALID
84_1173716_silhouette_type,INVALID
86_1214818_silhouette_type,Cargo
83_1124323_silhouette_type,Evase
83_1135572_silhouette_type,Bandeau
82_1121683_silhouette_type,Evase
82_1087516_silhouette_type,INVALID
85_1211186_silhouette_type,Evase
86_7509029_silhouette_type,INVALID
83_1140532_silhouette_type,INVALID
83_1133292_silhouette_type,Cargo
83_1144892_silhouette_type,INVALID
81_1070469_silhouette_type,Oversize
84_1174388_silhouette_type,INVALID
85_1197803_silhouette_type,INVALID
83_1145371_silhouette_type,Oversize
86_1213033_silhouette_type,INVALID
83_1113978_silhouette_type,INVALID
85_1182781_silhouette_type,INVALID
83_1133733_silhouette_type,INVALID
85_1189761_silhouette_type,INVALID
83_1150406_silhouette_type,INVALID
81_1044957_silhouette_type,INVALID
86_1218126_silhouette_type,INVALID
83_1151518_silhouette_type,Culotte
81_1069872_silhouette_type,Acampanado/Flare
82_1120075_silhouette_type,Cargo
85_1205669_silhouette_type,Oversize
84_1155985_silhouette_type,Cargo
85_1175817_silhouette_type,Fino
83_1118327_silhouette_type,INVALID
86_1209964_silhouette_type,Culotte
85_1208740_silhouette_type,INVALID
84_1169879_silhouette_type,Culotte
84_1167574_silhouette_type,INVALID
86_1218545_silhouette_type,INVALID
82_1085653_silhouette_type,Evase
83_1132113_silhouette_type,Oversize
85_1190105_silhouette_type,INVALID
82_1090871_silhouette_type,INVALID
85_1183412_silhouette_type,INVALID
85_1184962_silhouette_type,INVALID
86_1213413_silhouette_type,INVALID
83_1140878_silhouette_type,INVALID
85_1184102_silhouette_type,INVALID
84_1171455_silhouette_type,Oversize
83_1156856_silhouette_type,INVALID
86_1224404_silhouette_type,INVALID
83_1132419_silhouette_type,Culotte
84_1174761_silhouette_type,INVALID
82_1094269_silhouette_type,INVALID
82_1115790_silhouette_type,INVALID
85_1181584_silhouette_type,Oversize
86_1226168_silhouette_type,Oversize
84_1158690_silhouette_type,INVALID
82_1108949_silhouette_type,Cargo
82_1112792_silhouette_type,INVALID
84_1186263_silhouette_type,Oversize
82_1119946_silhouette_type,Bandeau
85_1187084_silhouette_type,INVALID
82_1090851_silhouette_type,Cargo
81_1050402_silhouette_type,Palazzo
86_1219520_silhouette_type,INVALID
83_1121838_silhouette_type,Palazzo
84_1158100_silhouette_type,INVALID
84_1162724_silhouette_type,Cargo
83_1131896_silhouette_type,INVALID
82_1105884_silhouette_type,INVALID
81_1073230_silhouette_type,INVALID
82_1109155_silhouette_type,Evase
84_1158268_silhouette_type,INVALID
85_1189109_silhouette_type,Modern slim
81_1074421_silhouette_type,INVALID
81_1066591_silhouette_type,INVALID
84_1169683_silhouette_type,Oversize
84_1189226_silhouette_type,INVALID
82_1080183_silhouette_type,INVALID
83_1163852_silhouette_type,Cargo
84_1160211_silhouette_type,Boyfriend
86_1212312_silhouette_type,INVALID
83_1125685_silhouette_type,INVALID
84_1175955_silhouette_type,INVALID
81_1057221_silhouette_type,Cargo
86_1226235_silhouette_type,INVALID
85_1204776_silhouette_type,INVALID
84_1153108_silhouette_type,Evase
85_1207003_silhouette_type,INVALID
85_1180096_silhouette_type,Oversize
85_1181257_silhouette_type,Evase
86_1217471_silhouette_type,INVALID
84_1161709_silhouette_type,Bandeau
84_1167804_silhouette_type,Lápiz
86_1213393_silhouette_type,INVALID
82_1102832_silhouette_type,Cargo
83_1152745_silhouette_type,Evase
86_12701611_silhouette_type,INVALID
83_1121802_silhouette_type,Culotte
82_1099609_silhouette_type,INVALID
84_1150488_silhouette_type,INVALID
85_1178313_silhouette_type,INVALID
82_1096023_silhouette_type,Evase
85_1193622_silhouette_type,Lápiz
82_1113414_silhouette_type,INVALID
86_1223480_silhouette_type,INVALID
83_1150751_silhouette_type,Cargo
81_1071115_silhouette_type,Cargo
81_1066697_silhouette_type,INVALID
83_1148050_silhouette_type,INVALID
82_1094956_silhouette_type,Culotte
85_1188014_silhouette_type,INVALID
81_1073294_silhouette_type,Cargo
83_1149260_silhouette_type,INVALID
83_1130762_silhouette_type,Modern slim
84_1144396_silhouette_type,INVALID
83_1128951_silhouette_type,INVALID
86_1216804_silhouette_type,Culotte
82_1084968_silhouette_type,INVALID
82_1068933_silhouette_type,INVALID
82_1087460_silhouette_type,INVALID
83_1116396_silhouette_type,INVALID
86_1195076_silhouette_type,INVALID
81_1055582_silhouette_type,INVALID
85_1203399_silhouette_type,Evase
81_1074892_silhouette_type,INVALID
85_1201982_silhouette_type,INVALID
82_1067754_silhouette_type,INVALID
86_1219926_silhouette_type,Evase
83_1139967_silhouette_type,Oversize
84_1160944_silhouette_type,Culotte
82_1109995_silhouette_type,Cargo
86_1219225_silhouette_type,Acampanado/Flare
84_1150451_silhouette_type,Evase
86_1219270_silhouette_type,INVALID
86_1215854_silhouette_type,Acampanado/Flare
84_1163296_silhouette_type,Oversize
82_1106601_silhouette_type,Cargo
83_1148867_silhouette_type,Culotte
81_1060415_silhouette_type,INVALID
81_1054327_silhouette_type,INVALID
86_1209556_silhouette_type,INVALID
81_1087812_silhouette_type,INVALID
84_1166083_silhouette_type,INVALID
86_1229864_silhouette_type,INVALID
82_1117592_silhouette_type,INVALID
86_1213107_silhouette_type,Chino
82_1112375_silhouette_type,INVALID
86_1232395_silhouette_type,Evase
84_1171047_silhouette_type,Evase
85_1203954_silhouette_type,INVALID
82_1087398_silhouette_type,Evase
85_1178718_silhouette_type,INVALID
81_1071771_silhouette_type,INVALID
82_1087373_silhouette_type,5 Bolsillos
83_1131328_silhouette_type,Bandeau
84_1168585_silhouette_type,Oversize
83_1126676_silhouette_type,Oversize
86_1214944_silhouette_type,Oversize
86_1224158_silhouette_type,INVALID
83_1138181_silhouette_type,Cargo
84_1184834_silhouette_type,INVALID
85_1178030_silhouette_type,Evase
83_1134183_silhouette_type,INVALID
85_1198864_silhouette_type,INVALID
82_1086849_silhouette_type,Cargo
86_1215396_silhouette_type,INVALID
86_1225097_silhouette_type,INVALID
83_1133875_silhouette_type,Oversize
84_1169427_silhouette_type,Oversize
81_1075610_silhouette_type,INVALID
82_1108994_silhouette_type,INVALID
81_1070083_silhouette_type,Chino
82_1082227_silhouette_type,INVALID
85_1207317_silhouette_type,INVALID
85_1197667_silhouette_type,Cargo
85_1193609_silhouette_type,Evase
83_1116256_silhouette_type,INVALID
85_1194789_silhouette_type,INVALID
82_1122360_silhouette_type,Culotte
83_1159606_silhouette_type,INVALID
84_1159757_silhouette_type,INVALID
82_1098786_silhouette_type,INVALID
81_1068626_silhouette_type,INVALID
85_1179553_silhouette_type,Oversize
84_1179157_silhouette_type,Culotte
84_1167322_silhouette_type,INVALID
86_1218474_silhouette_type,Oversize
85_1181908_silhouette_type,INVALID
82_1066318_silhouette_type,INVALID
84_1175582_silhouette_type,Cargo
85_1193718_silhouette_type,Cargo
83_1128788_silhouette_type,Evase
83_1145412_silhouette_type,INVALID
83_1150805_silhouette_type,Boyfriend
84_1188996_silhouette_type,Evase
84_1167733_silhouette_type,Culotte
86_1221802_silhouette_type,INVALID
83_1139727_silhouette_type,INVALID
84_1177037_silhouette_type,Boyfriend
81_1069278_silhouette_type,INVALID
81_1058860_silhouette_type,INVALID
82_1101270_silhouette_type,Chino
85_1191314_silhouette_type,Oversize
81_1047195_silhouette_type,INVALID
83_1145383_silhouette_type,INVALID
83_1113918_silhouette_type,INVALID
85_1211236_silhouette_type,INVALID
82_1094244_silhouette_type,INVALID
86_1218776_silhouette_type,Cargo
86_1232032_silhouette_type,INVALID
83_1141301_silhouette_type,INVALID
83_1121625_silhouette_type,Evase
85_1188664_silhouette_type,Evase
82_1105321_silhouette_type,INVALID
86_1211365_silhouette_type,Cargo
86_1229018_silhouette_type,Cargo
81_1069119_silhouette_type,INVALID
83_1116182_silhouette_type,Halter
86_1204612_silhouette_type,INVALID
85_1187491_silhouette_type,INVALID
86_1213250_silhouette_type,Culotte
84_1163295_silhouette_type,Recto
84_1183941_silhouette_type,Culotte
83_1132133_silhouette_type,Culotte
81_1059922_silhouette_type,INVALID
84_1167821_silhouette_type,Cargo
84_1156007_silhouette_type,Oversize
82_1115990_silhouette_type,INVALID
84_1152818_silhouette_type,Culotte
84_1174120_silhouette_type,Boyfriend
83_1121762_silhouette_type,Lápiz
82_1088540_silhouette_type,Oversize
84_1181543_silhouette_type,Cargo
85_1178215_silhouette_type,Culotte
85_1195081_silhouette_type,INVALID
84_1168379_silhouette_type,Culotte
84_1175082_silhouette_type,INVALID
84_1162593_silhouette_type,INVALID
83_1144773_silhouette_type,INVALID
84_1168558_silhouette_type,INVALID
85_1193963_silhouette_type,Oversize
83_1146098_silhouette_type,Cargo
86_1223466_silhouette_type,INVALID
83_1118085_silhouette_type,INVALID
84_1167034_silhouette_type,Oversize
81_1078591_silhouette_type,Oversize
82_1112318_silhouette_type,INVALID
85_1176352_silhouette_type,INVALID
85_1201234_silhouette_type,INVALID
86_1219138_silhouette_type,Oversize
84_1158740_silhouette_type,Oversize
81_1070129_silhouette_type,Lápiz
83_1134148_silhouette_type,Culotte
84_1163922_silhouette_type,INVALID
81_1057280_silhouette_type,INVALID
81_1080418_silhouette_type,INVALID
81_1073802_silhouette_type,INVALID
85_1173581_silhouette_type,Lápiz
83_1141560_silhouette_type,Cargo
84_1169770_silhouette_type,INVALID
84_1154565_silhouette_type,INVALID
83_1113284_silhouette_type,Halter
83_1152558_silhouette_type,INVALID
81_1074720_silhouette_type,INVALID
84_1159082_silhouette_type,INVALID
84_1169566_silhouette_type,INVALID
84_1157341_silhouette_type,Oversize
83_1141836_silhouette_type,Evase
84_1166897_silhouette_type,Acampanado/Bootcut
86_1223511_silhouette_type,INVALID
83_1133157_silhouette_type,Oversize
81_1066118_silhouette_type,INVALID
81_1045637_silhouette_type,INVALID
86_1218289_silhouette_type,Boyfriend
83_1138725_silhouette_type,Evase
85_1173732_silhouette_type,Evase
83_1116460_silhouette_type,INVALID
84_1161657_silhouette_type,INVALID
85_1204561_silhouette_type,Cargo
85_1189778_silhouette_type,INVALID
83_1138424_silhouette_type,INVALID
83_1129769_silhouette_type,INVALID
82_1110553_silhouette_type,INVALID
86_12005133_silhouette_type,Cargo
86_1217658_silhouette_type,Cargo
84_1157292_silhouette_type,INVALID
81_1086560_silhouette_type,INVALID
85_1204810_silhouette_type,INVALID
81_1079169_silhouette_type,Oversize
83_1137184_silhouette_type,Mom
83_1142063_silhouette_type,INVALID
82_1122933_silhouette_type,INVALID
82_1103558_silhouette_type,Ancho
82_1110373_silhouette_type,Acampanado/Flare
82_1088246_silhouette_type,Fino
85_1203918_silhouette_type,Lápiz
85_1181379_silhouette_type,INVALID
83_1127113_silhouette_type,INVALID
85_1205504_silhouette_type,INVALID
84_1165591_silhouette_type,INVALID
82_1089611_silhouette_type,Chino
81_1079879_silhouette_type,INVALID
81_1081024_silhouette_type,Evase
86_1232300_silhouette_type,INVALID
82_1110976_silhouette_type,Evase
86_1202690_silhouette_type,Halter
81_1078839_silhouette_type,INVALID
82_1103266_silhouette_type,INVALID
86_1207800_silhouette_type,Acampanado/Flare
82_1106667_silhouette_type,INVALID
85_1185698_silhouette_type,INVALID
86_1223933_silhouette_type,INVALID
84_1167070_silhouette_type,5 Bolsillos
85_1203206_silhouette_type,Lápiz
85_1175713_silhouette_type,Evase
84_1189799_silhouette_type,INVALID
86_1223668_silhouette_type,Evase
85_1183029_silhouette_type,Cargo
85_1181868_silhouette_type,INVALID
86_1216715_silhouette_type,Oversize
85_1209179_silhouette_type,INVALID
84_1160232_silhouette_type,Oversize
83_1146425_silhouette_type,Evase
85_1201665_silhouette_type,INVALID
83_1141675_silhouette_type,Cargo
83_1144824_silhouette_type,INVALID
82_1095276_silhouette_type,Cargo
84_1166702_silhouette_type,Evase
81_1087483_silhouette_type,INVALID
82_1106821_silhouette_type,INVALID
85_1195165_silhouette_type,INVALID
82_1103729_silhouette_type,INVALID
85_1202466_silhouette_type,Cargo
83_1150082_silhouette_type,INVALID
84_1162006_silhouette_type,INVALID
81_1067368_silhouette_type,Culotte
82_1109031_silhouette_type,INVALID
82_1107166_silhouette_type,INVALID
81_1061392_silhouette_type,Oversize
81_1075441_silhouette_type,Acampanado/Flare
86_1214563_silhouette_type,INVALID
83_1121358_silhouette_type,INVALID
86_1207708_silhouette_type,Culotte
84_1177168_silhouette_type,INVALID
83_1132784_silhouette_type,Culotte
85_1189809_silhouette_type,Evase
81_1066649_silhouette_type,INVALID
81_1079131_silhouette_type,INVALID
85_1196145_silhouette_type,INVALID
86_1224982_silhouette_type,INVALID
83_1143811_silhouette_type,Evase
82_1099290_silhouette_type,Culotte
83_1131881_silhouette_type,Oversize
86_1219791_silhouette_type,Culotte
82_1107971_silhouette_type,Evase
86_1209677_silhouette_type,INVALID
82_1096361_silhouette_type,Lápiz
86_1207884_silhouette_type,INVALID
81_1076416_silhouette_type,Culotte
84_1163474_silhouette_type,INVALID
83_1124298_silhouette_type,Lápiz
84_1159801_silhouette_type,INVALID
83_1119685_silhouette_type,Cargo
82_1127961_silhouette_type,INVALID
86_1219008_silhouette_type,INVALID
85_1178766_silhouette_type,INVALID
82_1097380_silhouette_type,Oversize
82_1090003_silhouette_type,INVALID
84_1170272_silhouette_type,INVALID
81_1061449_silhouette_type,INVALID
83_1117951_silhouette_type,INVALID
84_1174627_silhouette_type,INVALID
84_1172516_silhouette_type,Cargo
86_1219890_silhouette_type,Evase
86_1212348_silhouette_type,INVALID
81_1077684_silhouette_type,INVALID
86_1206991_silhouette_type,Recto
84_1154596_silhouette_type,INVALID
82_1112313_silhouette_type,INVALID
84_1164331_silhouette_type,INVALID
82_1092441_silhouette_type,Cargo
85_1180738_silhouette_type,INVALID
82_1111513_silhouette_type,INVALID
85_1176728_silhouette_type,INVALID
85_1193246_silhouette_type,INVALID
83_1125772_silhouette_type,INVALID
81_1080073_silhouette_type,INVALID
85_1191293_silhouette_type,Evase
82_1103154_silhouette_type,INVALID
84_1154383_silhouette_type,INVALID
81_1054626_silhouette_type,Cargo
82_1110991_silhouette_type,INVALID
83_1143428_silhouette_type,Culotte
86_1232735_silhouette_type,Ancho
86_1214801_silhouette_type,INVALID
86_1227916_silhouette_type,Culotte
84_1169865_silhouette_type,Oversize
85_1209288_silhouette_type,Boyfriend
86_1226765_silhouette_type,Oversize
83_1145185_silhouette_type,INVALID
84_1150086_silhouette_type,Bandeau
85_1202301_silhouette_type,Culotte
85_1202647_silhouette_type,Evase
83_1154032_silhouette_type,INVALID
82_1105686_silhouette_type,INVALID
84_1165656_silhouette_type,Cargo
83_1157987_silhouette_type,INVALID
81_1081913_silhouette_type,Cargo
85_1206197_silhouette_type,INVALID
86_1224337_silhouette_type,Culotte
83_1132771_silhouette_type,Evase
83_1151970_silhouette_type,Evase
85_1204003_silhouette_type,INVALID
82_1111027_silhouette_type,Cargo
86_1214294_silhouette_type,Cargo
84_1171308_silhouette_type,Evase
85_1190581_silhouette_type,INVALID
82_1084936_silhouette_type,INVALID
86_1205959_silhouette_type,INVALID
84_1170444_silhouette_type,INVALID
86_1214380_silhouette_type,INVALID
81_1060812_silhouette_type,Ancho
86_1219244_silhouette_type,INVALID
84_1167633_silhouette_type,INVALID
82_1096136_silhouette_type,Oversize
81_1077166_silhouette_type,INVALID
86_1214972_silhouette_type,INVALID
86_1228514_silhouette_type,INVALID
83_1135754_silhouette_type,INVALID
85_1181001_silhouette_type,INVALID
84_1185093_silhouette_type,INVALID
86_1222074_silhouette_type,INVALID
84_1166123_silhouette_type,INVALID
83_1145680_silhouette_type,Cargo
81_1065901_silhouette_type,Cargo
81_1050459_silhouette_type,Palazzo
83_1122607_silhouette_type,Halter
84_1172397_silhouette_type,Boyfriend
86_1218143_silhouette_type,INVALID
81_1067041_silhouette_type,INVALID
85_1176567_silhouette_type,INVALID
81_1066990_silhouette_type,Culotte
82_1084380_silhouette_type,INVALID
83_1124094_silhouette_type,INVALID
82_1098818_silhouette_type,Oversize
84_1165390_silhouette_type,INVALID
85_1199533_silhouette_type,Cargo
83_1159905_silhouette_type,INVALID
83_1132601_silhouette_type,Oversize
86_1229374_silhouette_type,Oversize
81_1070452_silhouette_type,INVALID
84_1145414_silhouette_type,Lápiz
85_1179056_silhouette_type,INVALID
83_1129912_silhouette_type,INVALID
83_1133268_silhouette_type,INVALID
86_1212747_silhouette_type,Acampanado/Flare
84_1168206_silhouette_type,INVALID
84_1159466_silhouette_type,INVALID
84_1157222_silhouette_type,INVALID
86_1228033_silhouette_type,Modern slim
81_1078483_silhouette_type,INVALID
82_1121172_silhouette_type,Evase
84_1186627_silhouette_type,INVALID
84_1159230_silhouette_type,INVALID
85_1185987_silhouette_type,INVALID
85_1205967_silhouette_type,INVALID
81_1066976_silhouette_type,Boyfriend
84_1157026_silhouette_type,Culotte
81_1050307_silhouette_type,Cargo
81_1055811_silhouette_type,INVALID
85_1176433_silhouette_type,INVALID
86_1207468_silhouette_type,Ancho
81_1060501_silhouette_type,5 Bolsillos
81_1062158_silhouette_type,Cargo
81_1064072_silhouette_type,Culotte
86_1213355_silhouette_type,Culotte
82_1085598_silhouette_type,INVALID
85_1176926_silhouette_type,Evase
84_1189209_silhouette_type,Evase
83_1153621_silhouette_type,INVALID
83_1141629_silhouette_type,Cargo
84_1149940_silhouette_type,Culotte
85_1184278_silhouette_type,INVALID
85_1206324_silhouette_type,Cargo
83_1142214_silhouette_type,Culotte
82_1101259_silhouette_type,Palazzo
86_1212155_silhouette_type,Culotte
84_1178417_silhouette_type,INVALID
81_1060814_silhouette_type,INVALID
86_1224725_silhouette_type,Cargo
82_1081005_silhouette_type,Culotte
85_1183219_silhouette_type,INVALID
82_1103226_silhouette_type,INVALID
84_1156504_silhouette_type,INVALID
82_1104085_silhouette_type,INVALID
83_1144803_silhouette_type,INVALID
86_1222173_silhouette_type,Evase
82_1108209_silhouette_type,INVALID
85_1194291_silhouette_type,Cargo
86_1221957_silhouette_type,Evase
82_1083491_silhouette_type,INVALID
84_1165843_silhouette_type,Culotte
84_1175785_silhouette_type,INVALID
84_1165881_silhouette_type,Cargo
86_1223816_silhouette_type,INVALID
84_1168372_silhouette_type,Evase
85_1186481_silhouette_type,Oversize
86_1210455_silhouette_type,Acampanado/Flare
86_1228112_silhouette_type,Oversize
84_1166980_silhouette_type,INVALID
84_1168600_silhouette_type,Cargo
83_1146796_silhouette_type,INVALID
81_1067969_silhouette_type,INVALID
82_1087442_silhouette_type,INVALID
82_1096339_silhouette_type,INVALID
83_1121188_silhouette_type,INVALID
84_1167038_silhouette_type,Acampanado/Bootcut
85_1193410_silhouette_type,Oversize
84_1163873_silhouette_type,Cargo
82_1100977_silhouette_type,Cargo
83_1140137_silhouette_type,INVALID
83_1152865_silhouette_type,INVALID
83_1141169_silhouette_type,INVALID
84_1172922_silhouette_type,INVALID
81_1064422_silhouette_type,Cargo
82_1110340_silhouette_type,Culotte
84_1179233_silhouette_type,INVALID
85_1185068_silhouette_type,Modern slim
86_1195785_silhouette_type,Evase
83_1129748_silhouette_type,INVALID
84_1177925_silhouette_type,5 Bolsillos
81_1045017_silhouette_type,Evase
83_1109920_silhouette_type,Acampanado/Bootcut
86_1786075_silhouette_type,INVALID
84_1151289_silhouette_type,INVALID
85_1172198_silhouette_type,Lápiz
83_1125445_silhouette_type,Oversize
84_1175814_silhouette_type,Oversize
83_1138370_silhouette_type,Cargo
85_1177402_silhouette_type,INVALID
81_1075679_silhouette_type,Boyfriend
85_1184111_silhouette_type,INVALID
83_1127451_silhouette_type,INVALID
86_1212204_silhouette_type,INVALID
83_1134679_silhouette_type,INVALID
84_1179270_silhouette_type,INVALID
86_1215718_silhouette_type,Cargo
84_1186889_silhouette_type,INVALID
82_1109555_silhouette_type,Culotte
85_1201537_silhouette_type,Oversize
85_1176702_silhouette_type,5 Bolsillos
85_1188114_silhouette_type,Oversize
86_1207757_silhouette_type,Evase
86_1228727_silhouette_type,INVALID
83_1128653_silhouette_type,Acampanado/Flare
81_1046180_silhouette_type,INVALID
82_1112557_silhouette_type,Culotte
84_1180930_silhouette_type,Oversize
83_1120333_silhouette_type,Evase
85_1181117_silhouette_type,Boyfriend
83_1127524_silhouette_type,INVALID
85_1181105_silhouette_type,Recto
85_1202444_silhouette_type,INVALID
84_1159388_silhouette_type,INVALID
82_1085270_silhouette_type,Cargo
83_1133942_silhouette_type,Evase
85_1182997_silhouette_type,Culotte
86_1220070_silhouette_type,INVALID
83_1146977_silhouette_type,INVALID
86_1223111_silhouette_type,Evase
82_1110914_silhouette_type,5 Bolsillos
82_1109670_silhouette_type,INVALID
85_1175153_silhouette_type,Evase
84_1190421_silhouette_type,INVALID
85_1195639_silhouette_type,INVALID
83_1132661_silhouette_type,INVALID
82_1086209_silhouette_type,Culotte
82_1095661_silhouette_type,INVALID
85_1181758_silhouette_type,Evase
85_1205698_silhouette_type,Culotte
85_1175851_silhouette_type,INVALID
82_1090069_silhouette_type,Oversize
86_1210740_silhouette_type,Culotte
84_1166366_silhouette_type,5 Bolsillos
84_1166679_silhouette_type,Cargo
83_1116536_silhouette_type,Chino
81_1063951_silhouette_type,Cargo
82_1089598_silhouette_type,INVALID
86_1215392_silhouette_type,Oversize
85_1204385_silhouette_type,Oversize
82_1090506_silhouette_type,Evase
84_1159679_silhouette_type,INVALID
82_1112513_silhouette_type,Fino
84_1167989_silhouette_type,Culotte
84_1159798_silhouette_type,INVALID
83_1126567_silhouette_type,INVALID
84_1174466_silhouette_type,Boyfriend
81_1059657_silhouette_type,Evase
82_1116853_silhouette_type,INVALID
81_1078718_silhouette_type,Culotte
82_1109676_silhouette_type,INVALID
81_1092719_silhouette_type,INVALID
86_1215667_silhouette_type,INVALID
85_1225488_silhouette_type,INVALID
86_1226333_silhouette_type,Oversize
86_1212792_silhouette_type,INVALID
85_1209231_silhouette_type,Cargo
85_1176918_silhouette_type,Evase
82_1094967_silhouette_type,Lápiz
85_1198650_silhouette_type,Evase
83_1129554_silhouette_type,Cargo
84_1158204_silhouette_type,Cargo
85_1181080_silhouette_type,INVALID
84_1166311_silhouette_type,Acampanado/Flare
86_1208654_silhouette_type,INVALID
86_1224139_silhouette_type,INVALID
83_1124069_silhouette_type,INVALID
84_1157559_silhouette_type,INVALID
86_1218836_silhouette_type,INVALID
86_1218991_silhouette_type,INVALID
86_1211757_silhouette_type,INVALID
85_1192885_silhouette_type,Bandeau
83_1126165_silhouette_type,5 Bolsillos
84_1157887_silhouette_type,INVALID
84_1151632_silhouette_type,Evase
84_1169252_silhouette_type,INVALID
86_1229072_silhouette_type,Evase
85_1196341_silhouette_type,Oversize
82_1094304_silhouette_type,Oversize
82_1121877_silhouette_type,INVALID
81_1081431_silhouette_type,Acampanado/Flare
85_1184860_silhouette_type,Modern slim
86_1209457_silhouette_type,INVALID
84_1170544_silhouette_type,INVALID
85_1170050_silhouette_type,Halter
83_1123124_silhouette_type,Evase
84_1168612_silhouette_type,INVALID
82_1085938_silhouette_type,Evase
84_1179757_silhouette_type,INVALID
83_1114014_silhouette_type,INVALID
85_1197294_silhouette_type,Oversize
86_1215968_silhouette_type,INVALID
85_1187610_silhouette_type,Culotte
82_1083203_silhouette_type,INVALID
83_1141430_silhouette_type,INVALID
83_1140990_silhouette_type,INVALID
86_1228742_silhouette_type,INVALID
83_1126453_silhouette_type,Bandeau
85_1194228_silhouette_type,INVALID
86_1220453_silhouette_type,Oversize
83_1137466_silhouette_type,Cargo
84_1186685_silhouette_type,INVALID
85_1189373_silhouette_type,Cargo
85_1199430_silhouette_type,INVALID
84_1173117_silhouette_type,INVALID
82_1088854_silhouette_type,INVALID
85_1184667_silhouette_type,INVALID
83_1150126_silhouette_type,Culotte
85_1204516_silhouette_type,INVALID
82_1109913_silhouette_type,INVALID
82_1102202_silhouette_type,Cargo
83_1140585_silhouette_type,Oversize
85_1201327_silhouette_type,INVALID
81_1074169_silhouette_type,INVALID
82_1111941_silhouette_type,Oversize
83_1132448_silhouette_type,Cargo
83_1125155_silhouette_type,Oversize
84_1178914_silhouette_type,INVALID
82_1115427_silhouette_type,INVALID
86_1206904_silhouette_type,Culotte
83_1134802_silhouette_type,INVALID
86_1223756_silhouette_type,INVALID
84_1174985_silhouette_type,INVALID
86_1222366_silhouette_type,INVALID
83_1139276_silhouette_type,Cargo
86_1218828_silhouette_type,Cargo
85_1192027_silhouette_type,Oversize
82_1102558_silhouette_type,INVALID
84_1158107_silhouette_type,Modern slim
85_1185225_silhouette_type,INVALID
82_1103928_silhouette_type,Cargo
83_1135987_silhouette_type,INVALID
86_1220073_silhouette_type,INVALID
86_1232178_silhouette_type,Oversize
83_1145210_silhouette_type,INVALID
85_1182859_silhouette_type,5 Bolsillos
82_1091205_silhouette_type,INVALID
83_1139303_silhouette_type,INVALID
84_1176597_silhouette_type,Evase
81_1052718_silhouette_type,Evase
83_1135555_silhouette_type,Oversize
84_1190364_silhouette_type,INVALID
84_1153402_silhouette_type,Evase
86_1213082_silhouette_type,INVALID
86_1212104_silhouette_type,Evase
86_1232084_silhouette_type,INVALID
86_1207431_silhouette_type,Oversize
84_1166095_silhouette_type,INVALID
85_1200772_silhouette_type,Oversize
86_1232352_silhouette_type,Evase
84_1161305_silhouette_type,INVALID
85_1184136_silhouette_type,Acampanado/Flare
85_1172437_silhouette_type,INVALID
81_1077167_silhouette_type,Recto
86_6805864_silhouette_type,Mom
82_1082818_silhouette_type,INVALID
85_1187788_silhouette_type,Culotte
85_1181140_silhouette_type,Evase
84_1186385_silhouette_type,Ancho
83_1150669_silhouette_type,Cargo
84_1189119_silhouette_type,Cargo
82_1074880_silhouette_type,INVALID
85_1188790_silhouette_type,Chino
81_1050130_silhouette_type,INVALID
84_1170386_silhouette_type,Boyfriend
86_1215640_silhouette_type,Culotte
85_1189989_silhouette_type,Cargo
83_1146678_silhouette_type,Lápiz
82_1106237_silhouette_type,INVALID
85_1190682_silhouette_type,INVALID
83_1136671_silhouette_type,Oversize
84_1167433_silhouette_type,INVALID
82_1114500_silhouette_type,INVALID
85_1192221_silhouette_type,INVALID
81_1071482_silhouette_type,Cargo
82_1097096_silhouette_type,INVALID
86_1223627_silhouette_type,INVALID
85_1182383_silhouette_type,Culotte
84_1186168_silhouette_type,Oversize
85_1184393_silhouette_type,Bandeau
83_1109947_silhouette_type,Acampanado/Bootcut
85_1184094_silhouette_type,INVALID
82_1106013_silhouette_type,Cargo
85_1198053_silhouette_type,Culotte
84_1172573_silhouette_type,INVALID
83_1138682_silhouette_type,Oversize
83_1146302_silhouette_type,Cargo
85_1178440_silhouette_type,INVALID
85_1203133_silhouette_type,INVALID
86_1226928_silhouette_type,INVALID
85_1171906_silhouette_type,Lápiz
83_1137718_silhouette_type,Evase
86_6804209_silhouette_type,INVALID
85_1206488_silhouette_type,INVALID
85_1194054_silhouette_type,Cargo
86_29869893_silhouette_type,Cargo
86_1232196_silhouette_type,INVALID
85_1203216_silhouette_type,INVALID
83_1134529_silhouette_type,Bandeau
84_1162487_silhouette_type,INVALID
86_1219326_silhouette_type,INVALID
85_1182560_silhouette_type,INVALID
83_1121360_silhouette_type,INVALID
82_1118863_silhouette_type,INVALID
