test_id,des_value
86_1212062_neck_lapel_type,Button Down
82_1108376_neck_lapel_type,Kimono
81_1056873_neck_lapel_type,Kimono
85_1189389_neck_lapel_type,Alto/Envolvente
85_1186493_neck_lapel_type,Waterfall
85_1206958_neck_lapel_type,Peak Lapel
83_1152206_neck_lapel_type,Alto/Envolvente
84_1189480_neck_lapel_type,Caja
85_1193106_neck_lapel_type,Alto/Envolvente
81_1094503_neck_lapel_type,Pico
81_1054816_neck_lapel_type,Drapeado
81_1062563_neck_lapel_type,Hawaiano/Bowling
86_1212500_neck_lapel_type,Peak Lapel
85_1209128_neck_lapel_type,INVALID
83_1138161_neck_lapel_type,Kimono
84_1170856_neck_lapel_type,Peak Lapel
81_1045118_neck_lapel_type,Barca
85_1191374_neck_lapel_type,Pico
83_1145371_neck_lapel_type,INVALID
83_1114947_neck_lapel_type,Kimono
85_1193512_neck_lapel_type,Kimono
83_1135774_neck_lapel_type,INVALID
84_1161690_neck_lapel_type,Pico
82_1096033_neck_lapel_type,Peak Lapel
81_1057843_neck_lapel_type,Waterfall
81_1058822_neck_lapel_type,Smoking
84_1165690_neck_lapel_type,Waterfall
86_1213013_neck_lapel_type,Redondo
86_13410850_neck_lapel_type,Waterfall
82_1087279_neck_lapel_type,Kimono
84_1175538_neck_lapel_type,Button Down
85_1181172_neck_lapel_type,Alto/Envolvente
83_1138366_neck_lapel_type,Espalda Abierta
83_1143958_neck_lapel_type,Mao
85_1204117_neck_lapel_type,Kimono
82_1088799_neck_lapel_type,INVALID
81_1083696_neck_lapel_type,Kimono
82_1108668_neck_lapel_type,Cutaway
84_1168751_neck_lapel_type,Pico
83_1129787_neck_lapel_type,Asimétrico
86_1220079_neck_lapel_type,Peak Lapel
82_1088627_neck_lapel_type,Cisne
86_1230941_neck_lapel_type,Kimono
85_1185572_neck_lapel_type,Kimono
84_1160181_neck_lapel_type,Kimono
86_1209876_neck_lapel_type,Kimono
82_1096728_neck_lapel_type,Button Down
83_1121670_neck_lapel_type,Waterfall
84_1162986_neck_lapel_type,Kimono
86_1215999_neck_lapel_type,Panadero
82_1089905_neck_lapel_type,Pico
86_1212581_neck_lapel_type,Redondo
85_1216924_neck_lapel_type,Alto/Envolvente
83_1130666_neck_lapel_type,Kimono
83_1129236_neck_lapel_type,Pico
86_1208507_neck_lapel_type,Espalda Abierta
82_1085940_neck_lapel_type,Button Down
86_1208163_neck_lapel_type,Kimono
86_6806678_neck_lapel_type,Solapa
84_1175955_neck_lapel_type,Kimono
85_1204703_neck_lapel_type,Halter
81_1076424_neck_lapel_type,Kimono
82_1075768_neck_lapel_type,Perkins
84_1168363_neck_lapel_type,Polo
83_1137489_neck_lapel_type,Kimono
85_1179623_neck_lapel_type,Mao
83_1132356_neck_lapel_type,Redondo
81_1058070_neck_lapel_type,Halter
85_1202099_neck_lapel_type,Redondo
82_1089541_neck_lapel_type,Cutaway
86_1214146_neck_lapel_type,Waterfall
84_1154283_neck_lapel_type,Kimono
84_1169966_neck_lapel_type,Solapa
86_1220029_neck_lapel_type,Kimono
86_1205769_neck_lapel_type,Pico
82_1108980_neck_lapel_type,Cutaway
86_1217575_neck_lapel_type,Waterfall
85_1193386_neck_lapel_type,Kimono
84_1166997_neck_lapel_type,Kimono
85_1203469_neck_lapel_type,Alto/Envolvente
82_1095990_neck_lapel_type,Caja
82_1102138_neck_lapel_type,Kimono
86_1221873_neck_lapel_type,Chimenea
81_1075576_neck_lapel_type,Drapeado
83_1118739_neck_lapel_type,Kimono
83_1144665_neck_lapel_type,Kimono
86_1219802_neck_lapel_type,Kimono
85_1197980_neck_lapel_type,Kimono
84_1164322_neck_lapel_type,Kimono
83_1137008_neck_lapel_type,Kimono
83_1146730_neck_lapel_type,Kimono
85_1194344_neck_lapel_type,Off Shoulder
83_1119493_neck_lapel_type,INVALID
82_1082857_neck_lapel_type,Kimono
84_1164556_neck_lapel_type,Chimenea
86_1223370_neck_lapel_type,Pico
83_1111836_neck_lapel_type,Kimono
86_1209452_neck_lapel_type,Kimono
83_1137514_neck_lapel_type,Kimono
84_1156089_neck_lapel_type,Kimono
83_1147844_neck_lapel_type,Waterfall
82_1097605_neck_lapel_type,Kimono
84_1168341_neck_lapel_type,INVALID
86_1210422_neck_lapel_type,Peak Lapel
84_1165361_neck_lapel_type,Button Down
83_1132554_neck_lapel_type,Alto/Envolvente
84_1165634_neck_lapel_type,Kimono
84_1157412_neck_lapel_type,Caja
82_1107559_neck_lapel_type,Pico
81_1082204_neck_lapel_type,Babydoll/Peter Pan
84_1162012_neck_lapel_type,Polo
86_1207209_neck_lapel_type,Pico
84_1176203_neck_lapel_type,INVALID
86_1222088_neck_lapel_type,Camisero
81_1083328_neck_lapel_type,Kimono
83_1121623_neck_lapel_type,Button Down
84_1160075_neck_lapel_type,Asimétrico
83_1148697_neck_lapel_type,Kimono
84_1146084_neck_lapel_type,Escotado
84_1156007_neck_lapel_type,Drapeado
86_1210708_neck_lapel_type,Smoking
84_1153301_neck_lapel_type,Kimono
86_1229516_neck_lapel_type,Babydoll/Peter Pan
82_1100520_neck_lapel_type,Hawaiano/Bowling
82_1099555_neck_lapel_type,Kimono
85_1205872_neck_lapel_type,INVALID
86_1226623_neck_lapel_type,Kimono
82_1089230_neck_lapel_type,Chimenea
83_1139429_neck_lapel_type,Kimono
81_1071345_neck_lapel_type,Espalda Abierta
83_1124222_neck_lapel_type,Escotado
82_1113395_neck_lapel_type,Solapa
83_1130650_neck_lapel_type,Peak Lapel
83_1113818_neck_lapel_type,Espalda Abierta
86_1210891_neck_lapel_type,Espalda Abierta
85_1175218_neck_lapel_type,Solapa
85_1205698_neck_lapel_type,Mao
84_1170204_neck_lapel_type,Halter
83_1128940_neck_lapel_type,Button Down
86_1212457_neck_lapel_type,Kimono
81_1082062_neck_lapel_type,Kimono
86_1218226_neck_lapel_type,Kimono
81_1073819_neck_lapel_type,Palabra Honor
86_1228824_neck_lapel_type,Kimono
83_1124219_neck_lapel_type,Kimono
84_1169754_neck_lapel_type,Espalda Abierta
81_1079976_neck_lapel_type,Cutaway
86_1222654_neck_lapel_type,Kimono
81_1070252_neck_lapel_type,Solapa
84_1188271_neck_lapel_type,Panadero
81_1064669_neck_lapel_type,Peak Lapel
83_1159629_neck_lapel_type,Peak Lapel
84_1165345_neck_lapel_type,Mao
85_1198749_neck_lapel_type,Alto/Envolvente
81_1065821_neck_lapel_type,INVALID
86_1217689_neck_lapel_type,Button Down
85_1186611_neck_lapel_type,Pico
85_1202616_neck_lapel_type,INVALID
83_1135672_neck_lapel_type,Kimono
85_1204246_neck_lapel_type,Redondo
82_1094162_neck_lapel_type,Palabra Honor
84_1166897_neck_lapel_type,Kimono
86_1227628_neck_lapel_type,Kimono
86_1211611_neck_lapel_type,Redondo
81_1080754_neck_lapel_type,Kimono
86_1210262_neck_lapel_type,Pico
86_1203818_neck_lapel_type,Kimono
83_1126974_neck_lapel_type,Camisero
85_1179375_neck_lapel_type,Kimono
81_1065225_neck_lapel_type,Smoking
83_1145860_neck_lapel_type,Alto/Envolvente
83_1138466_neck_lapel_type,Espalda Abierta
86_1219152_neck_lapel_type,Escotado
84_1148055_neck_lapel_type,Kimono
83_1133981_neck_lapel_type,Kimono
83_1135418_neck_lapel_type,Pico
85_1193443_neck_lapel_type,Redondo
82_1102625_neck_lapel_type,Hawaiano/Bowling
86_1221755_neck_lapel_type,Drapeado
83_1117781_neck_lapel_type,Kimono
84_1173652_neck_lapel_type,Pico
85_1204178_neck_lapel_type,Kimono
85_1190105_neck_lapel_type,Panadero
85_1184041_neck_lapel_type,Kimono
82_1110024_neck_lapel_type,Cisne
86_1224794_neck_lapel_type,Cisne
83_1125538_neck_lapel_type,Pico
84_1171671_neck_lapel_type,Button Down
84_1166150_neck_lapel_type,Babydoll/Peter Pan
83_1114155_neck_lapel_type,INVALID
84_1185093_neck_lapel_type,Kimono
81_1052174_neck_lapel_type,Kimono
85_1185680_neck_lapel_type,Panadero
82_1104373_neck_lapel_type,Redondo
81_1061733_neck_lapel_type,Drapeado
85_1172652_neck_lapel_type,Peak Lapel
81_1057923_neck_lapel_type,Kimono
82_1085145_neck_lapel_type,Kimono
83_1138272_neck_lapel_type,Kimono
84_1164349_neck_lapel_type,Button Down
85_1205491_neck_lapel_type,INVALID
82_1084926_neck_lapel_type,Mao
83_1117109_neck_lapel_type,Alto/Envolvente
84_1177657_neck_lapel_type,Kimono
84_1163645_neck_lapel_type,Redondo
82_1118403_neck_lapel_type,Redondo
83_1146750_neck_lapel_type,Espalda Abierta
81_1072138_neck_lapel_type,Kimono
85_1182990_neck_lapel_type,Cutaway
86_7506778_neck_lapel_type,Polo
86_1227208_neck_lapel_type,Solapa
84_1173600_neck_lapel_type,Hawaiano/Bowling
85_1184403_neck_lapel_type,Barca
81_1072081_neck_lapel_type,Babydoll/Peter Pan
85_1174798_neck_lapel_type,Kimono
86_1213053_neck_lapel_type,Kimono
81_1076085_neck_lapel_type,Drapeado
81_1060875_neck_lapel_type,Espalda Abierta
83_1148494_neck_lapel_type,Alto/Envolvente
85_1180857_neck_lapel_type,Kimono
84_1166727_neck_lapel_type,Caja
85_1197973_neck_lapel_type,Peak Lapel
85_1181173_neck_lapel_type,Waterfall
85_1225513_neck_lapel_type,Waterfall
83_1130948_neck_lapel_type,Hawaiano/Bowling
81_1053940_neck_lapel_type,Kimono
85_1198051_neck_lapel_type,Alto/Envolvente
83_1126562_neck_lapel_type,Alto/Envolvente
85_1188557_neck_lapel_type,Kimono
81_1069974_neck_lapel_type,Espalda Abierta
83_1118348_neck_lapel_type,Hawaiano/Bowling
85_1189682_neck_lapel_type,Alto/Envolvente
85_1197454_neck_lapel_type,Button Down
85_1186655_neck_lapel_type,Pico
85_1172650_neck_lapel_type,Redondo
86_1205754_neck_lapel_type,INVALID
83_1145014_neck_lapel_type,Kimono
85_1184741_neck_lapel_type,Pico
84_1172115_neck_lapel_type,Redondo
86_1204563_neck_lapel_type,Mao
84_1169622_neck_lapel_type,Pico
86_1223057_neck_lapel_type,Camisero
84_1172493_neck_lapel_type,INVALID
82_1121863_neck_lapel_type,Kimono
85_1178465_neck_lapel_type,Kimono
86_1230531_neck_lapel_type,Caja
84_1158179_neck_lapel_type,Drapeado
85_1193088_neck_lapel_type,Kimono
84_1159462_neck_lapel_type,Redondo
86_1213831_neck_lapel_type,Solapa
82_1086677_neck_lapel_type,Kimono
85_1182058_neck_lapel_type,Espalda Abierta
84_1169725_neck_lapel_type,Cutaway
82_1098101_neck_lapel_type,Alto/Envolvente
85_1178741_neck_lapel_type,Solapa
82_1097038_neck_lapel_type,INVALID
83_1150085_neck_lapel_type,Kimono
85_1191976_neck_lapel_type,Redondo
81_1073831_neck_lapel_type,Kimono
84_1174120_neck_lapel_type,Kimono
83_1145198_neck_lapel_type,Kimono
83_1136231_neck_lapel_type,Kimono
82_1080189_neck_lapel_type,Off Shoulder
84_1163609_neck_lapel_type,Kimono
83_1135784_neck_lapel_type,Kimono
82_1119756_neck_lapel_type,Pico
86_1227906_neck_lapel_type,Capucha
86_1212867_neck_lapel_type,Kimono
83_1127183_neck_lapel_type,Alto/Envolvente
83_1127913_neck_lapel_type,Redondo
81_1070133_neck_lapel_type,Kimono
85_1172888_neck_lapel_type,Kimono
82_1115557_neck_lapel_type,Drapeado
84_1174260_neck_lapel_type,Pico
86_1208980_neck_lapel_type,Button Down
86_1230445_neck_lapel_type,Solapa
82_1104608_neck_lapel_type,Hawaiano/Bowling
84_1169554_neck_lapel_type,Drapeado
82_1082303_neck_lapel_type,Kimono
84_1170944_neck_lapel_type,Kimono
84_1164953_neck_lapel_type,Palabra Honor
86_1219895_neck_lapel_type,Kimono
82_1113507_neck_lapel_type,Panadero
82_1097771_neck_lapel_type,Regular
83_1137450_neck_lapel_type,Smoking
85_1183627_neck_lapel_type,Redondo
83_1140654_neck_lapel_type,Hawaiano/Bowling
82_1106490_neck_lapel_type,Kimono
83_1157697_neck_lapel_type,Peak Lapel
81_1075296_neck_lapel_type,Peak Lapel
84_1153906_neck_lapel_type,Redondo
83_1146184_neck_lapel_type,Espalda Abierta
81_1081812_neck_lapel_type,Waterfall
85_1188196_neck_lapel_type,Cruzado
84_1169214_neck_lapel_type,Kimono
81_1052797_neck_lapel_type,Caja
84_1154991_neck_lapel_type,Pico
81_1060780_neck_lapel_type,INVALID
81_1045540_neck_lapel_type,INVALID
81_1059078_neck_lapel_type,Chimenea
84_1154432_neck_lapel_type,Kimono
83_1151210_neck_lapel_type,Espalda Abierta
84_1161607_neck_lapel_type,Babydoll/Peter Pan
83_1138000_neck_lapel_type,Halter
83_1133135_neck_lapel_type,Kimono
84_1159497_neck_lapel_type,Pico
81_1072797_neck_lapel_type,Kimono
83_1139818_neck_lapel_type,Panadero
84_1167085_neck_lapel_type,Espalda Abierta
86_1205602_neck_lapel_type,Espalda Abierta
85_1182317_neck_lapel_type,INVALID
86_1214508_neck_lapel_type,Kimono
81_1065390_neck_lapel_type,Alto/Envolvente
85_1204514_neck_lapel_type,Panadero
85_1209090_neck_lapel_type,Solapa
86_1213665_neck_lapel_type,Pico
85_1209324_neck_lapel_type,Redondo
86_1210491_neck_lapel_type,Pico
82_1084673_neck_lapel_type,Pico
86_1208677_neck_lapel_type,Cutaway
85_1203014_neck_lapel_type,Redondo
84_1158357_neck_lapel_type,Pico
86_1226643_neck_lapel_type,Kimono
83_1129834_neck_lapel_type,Kimono
81_1081328_neck_lapel_type,Kimono
85_1203095_neck_lapel_type,Drapeado
81_1055646_neck_lapel_type,Kimono
85_1175223_neck_lapel_type,Kimono
82_1113126_neck_lapel_type,Espalda Abierta
81_1076901_neck_lapel_type,Peak Lapel
83_1137259_neck_lapel_type,INVALID
85_1181402_neck_lapel_type,Pico
81_1057261_neck_lapel_type,Espalda Abierta
83_1141596_neck_lapel_type,Kimono
81_1071446_neck_lapel_type,Kimono
84_1160039_neck_lapel_type,Mao
82_1114018_neck_lapel_type,Babydoll/Peter Pan
81_1071412_neck_lapel_type,Pico
86_1206119_neck_lapel_type,Escotado
82_1109226_neck_lapel_type,Cisne
81_1086453_neck_lapel_type,Pico
82_1100990_neck_lapel_type,Chimenea
85_1200032_neck_lapel_type,Kimono
84_1156762_neck_lapel_type,Redondo
83_1136061_neck_lapel_type,Babydoll/Peter Pan
83_1132617_neck_lapel_type,Kimono
85_1201889_neck_lapel_type,Espalda Abierta
85_1184078_neck_lapel_type,Peak Lapel
82_1099098_neck_lapel_type,Kimono
84_1170387_neck_lapel_type,Panadero
86_1220577_neck_lapel_type,Hawaiano/Bowling
84_1155955_neck_lapel_type,Pico
84_1166883_neck_lapel_type,Kimono
85_1180587_neck_lapel_type,Pico
85_1173227_neck_lapel_type,Kimono
86_1222048_neck_lapel_type,Cutaway
86_1218756_neck_lapel_type,Asimétrico
84_1154582_neck_lapel_type,Kimono
81_1078673_neck_lapel_type,Off Shoulder
85_1179724_neck_lapel_type,INVALID
84_1169928_neck_lapel_type,Kimono
81_1045484_neck_lapel_type,Kimono
81_1073467_neck_lapel_type,Babydoll/Peter Pan
84_1179711_neck_lapel_type,Waterfall
83_1138264_neck_lapel_type,Kimono
84_1157307_neck_lapel_type,Kimono
83_1116365_neck_lapel_type,Barca
84_1159428_neck_lapel_type,Kimono
85_1197162_neck_lapel_type,Espalda Abierta
82_1102175_neck_lapel_type,Babydoll/Peter Pan
83_1109940_neck_lapel_type,Kimono
81_1066702_neck_lapel_type,Kimono
86_1216426_neck_lapel_type,Pico
82_1116237_neck_lapel_type,Cisne
84_1168388_neck_lapel_type,Cruzado
82_1113099_neck_lapel_type,Espalda Abierta
82_1088766_neck_lapel_type,Espalda Abierta
83_1125555_neck_lapel_type,Pico
83_1138189_neck_lapel_type,Kimono
83_1130900_neck_lapel_type,Palabra Honor
82_1088003_neck_lapel_type,Kimono
83_1123014_neck_lapel_type,Solapa
82_1116717_neck_lapel_type,Halter
84_1181046_neck_lapel_type,Panadero
85_1188396_neck_lapel_type,Pico
85_1203583_neck_lapel_type,Pico
83_1134137_neck_lapel_type,Espalda Abierta
84_1166215_neck_lapel_type,Button Down
84_1156547_neck_lapel_type,Off Shoulder
83_1114970_neck_lapel_type,Kimono
82_1087588_neck_lapel_type,Kimono
83_1113303_neck_lapel_type,Kimono
84_1177070_neck_lapel_type,Kimono
85_1182409_neck_lapel_type,Kimono
83_1128647_neck_lapel_type,Kimono
86_1208285_neck_lapel_type,Panadero
86_1212006_neck_lapel_type,Kimono
82_1104822_neck_lapel_type,Kimono
82_1085350_neck_lapel_type,Espalda Abierta
81_1066337_neck_lapel_type,Hawaiano/Bowling
82_1109836_neck_lapel_type,Kimono
85_1194183_neck_lapel_type,Camisero
86_1204259_neck_lapel_type,Kimono
84_1150481_neck_lapel_type,Escotado
85_1200233_neck_lapel_type,Kimono
86_1221368_neck_lapel_type,Kimono
85_1194358_neck_lapel_type,Waterfall
85_1202887_neck_lapel_type,Off Shoulder
83_1140697_neck_lapel_type,Smoking
83_1133779_neck_lapel_type,Halter
82_1090738_neck_lapel_type,Pico
84_1139774_neck_lapel_type,Kimono
86_1224284_neck_lapel_type,Kimono
86_1208526_neck_lapel_type,Capucha
86_1227885_neck_lapel_type,Cutaway
84_1160192_neck_lapel_type,Pico
84_1175803_neck_lapel_type,Drapeado
85_1181762_neck_lapel_type,Kimono
83_1131163_neck_lapel_type,Mao
83_1125529_neck_lapel_type,Kimono
86_1211299_neck_lapel_type,Caja
84_1178778_neck_lapel_type,Kimono
82_1111530_neck_lapel_type,Pico
82_1102651_neck_lapel_type,Kimono
86_1213694_neck_lapel_type,Hawaiano/Bowling
85_1187032_neck_lapel_type,Redondo
81_1074355_neck_lapel_type,Kimono
86_1220052_neck_lapel_type,Peak Lapel
81_1048706_neck_lapel_type,Kimono
81_1044964_neck_lapel_type,Mao
81_1073138_neck_lapel_type,Redondo
85_1204454_neck_lapel_type,Regular
85_1177934_neck_lapel_type,INVALID
84_1167645_neck_lapel_type,Pico
84_1177650_neck_lapel_type,Halter
86_1211754_neck_lapel_type,INVALID
85_1206355_neck_lapel_type,Asimétrico
85_1182750_neck_lapel_type,Button Down
84_1178304_neck_lapel_type,Kimono
86_1226519_neck_lapel_type,Espalda Abierta
85_1201743_neck_lapel_type,Waterfall
83_1143460_neck_lapel_type,Solapa
85_1205534_neck_lapel_type,Escotado
86_1213560_neck_lapel_type,Barca
84_1164639_neck_lapel_type,Panadero
83_1125559_neck_lapel_type,Redondo
82_1092538_neck_lapel_type,Kimono
82_1089281_neck_lapel_type,Babydoll/Peter Pan
84_1184891_neck_lapel_type,Camisero
85_1178102_neck_lapel_type,Kimono
82_1109448_neck_lapel_type,Smoking
86_1226857_neck_lapel_type,Waterfall
85_1203274_neck_lapel_type,Chimenea
85_1205642_neck_lapel_type,Peak Lapel
86_1233116_neck_lapel_type,Cutaway
84_1163847_neck_lapel_type,Button Down
82_1087339_neck_lapel_type,Waterfall
85_1174695_neck_lapel_type,Kimono
84_1164238_neck_lapel_type,INVALID
85_1188412_neck_lapel_type,Kimono
81_1061904_neck_lapel_type,Kimono
86_1201763_neck_lapel_type,Kimono
82_1131294_neck_lapel_type,Mao
84_1170114_neck_lapel_type,Kimono
81_1072538_neck_lapel_type,Kimono
83_1132244_neck_lapel_type,Alto/Envolvente
83_1140666_neck_lapel_type,Espalda Abierta
81_1075679_neck_lapel_type,Kimono
85_1190041_neck_lapel_type,Button Down
85_1185484_neck_lapel_type,Kimono
85_1179507_neck_lapel_type,Pico
84_1158190_neck_lapel_type,Kimono
86_1228761_neck_lapel_type,Polo
83_1133991_neck_lapel_type,Redondo
82_1112318_neck_lapel_type,Solapa
84_1150487_neck_lapel_type,Cruzado
86_1215509_neck_lapel_type,Redondo
86_1218241_neck_lapel_type,Waterfall
85_1178689_neck_lapel_type,Kimono
83_1135144_neck_lapel_type,Kimono
84_1188002_neck_lapel_type,Kimono
86_1209235_neck_lapel_type,Mao
85_1204390_neck_lapel_type,Kimono
84_1165226_neck_lapel_type,Pico
83_1134470_neck_lapel_type,Button Down
83_1134958_neck_lapel_type,Kimono
83_1138569_neck_lapel_type,Alto/Envolvente
83_1153903_neck_lapel_type,Kimono
82_1120947_neck_lapel_type,Button Down
82_1077777_neck_lapel_type,Smoking
84_1176161_neck_lapel_type,Button Down
81_1069689_neck_lapel_type,Kimono
84_1164468_neck_lapel_type,Pico
82_1103844_neck_lapel_type,Caja
85_1188558_neck_lapel_type,Barca
86_1200767_neck_lapel_type,Kimono
81_1067053_neck_lapel_type,Kimono
82_1100416_neck_lapel_type,Peak Lapel
86_1224892_neck_lapel_type,Pico
82_1101241_neck_lapel_type,INVALID
83_1134411_neck_lapel_type,Chimenea
82_1105686_neck_lapel_type,Pico
84_1157928_neck_lapel_type,Pico
84_1171305_neck_lapel_type,Palabra Honor
82_1104848_neck_lapel_type,Kimono
81_1073561_neck_lapel_type,Espalda Abierta
86_1203509_neck_lapel_type,INVALID
84_1165619_neck_lapel_type,Babydoll/Peter Pan
86_1209790_neck_lapel_type,Chimenea
83_1138547_neck_lapel_type,Button Down
83_1135375_neck_lapel_type,Drapeado
81_1061948_neck_lapel_type,Hawaiano/Bowling
82_1090676_neck_lapel_type,Kimono
83_1144588_neck_lapel_type,Redondo
83_1151838_neck_lapel_type,Caja
82_1089747_neck_lapel_type,Kimono
81_1074844_neck_lapel_type,Drapeado
81_1073537_neck_lapel_type,Polo
83_1119407_neck_lapel_type,Caja
82_1088117_neck_lapel_type,Kimono
84_1167599_neck_lapel_type,Hawaiano/Bowling
81_1079331_neck_lapel_type,Babydoll/Peter Pan
83_1132302_neck_lapel_type,Espalda Abierta
83_1127141_neck_lapel_type,Redondo
81_1057117_neck_lapel_type,Peak Lapel
85_1189811_neck_lapel_type,Kimono
84_1157108_neck_lapel_type,Waterfall
84_1161798_neck_lapel_type,Cisne
82_1099633_neck_lapel_type,Pico
82_1110930_neck_lapel_type,INVALID
83_1141791_neck_lapel_type,Escotado
82_1097819_neck_lapel_type,Kimono
85_1195462_neck_lapel_type,Solapa
82_1108819_neck_lapel_type,Kimono
84_1166541_neck_lapel_type,Alto/Envolvente
83_1136883_neck_lapel_type,Drapeado
82_1067905_neck_lapel_type,Babydoll/Peter Pan
81_1074532_neck_lapel_type,Kimono
86_1208098_neck_lapel_type,Mao
85_1201071_neck_lapel_type,Hawaiano/Bowling
83_1120999_neck_lapel_type,Kimono
86_1209010_neck_lapel_type,Polo
86_1209609_neck_lapel_type,Kimono
86_2484588_neck_lapel_type,Kimono
86_1215851_neck_lapel_type,Hawaiano/Bowling
86_1222850_neck_lapel_type,INVALID
85_1201319_neck_lapel_type,Hawaiano/Bowling
83_1117363_neck_lapel_type,Alto/Envolvente
81_1070296_neck_lapel_type,Kimono
85_1174234_neck_lapel_type,Kimono
82_1104992_neck_lapel_type,Drapeado
83_1139873_neck_lapel_type,INVALID
86_29171259_neck_lapel_type,Kimono
86_1217906_neck_lapel_type,Cisne
83_1154423_neck_lapel_type,Alto/Envolvente
82_1104276_neck_lapel_type,Alto/Envolvente
86_1215608_neck_lapel_type,Kimono
83_1116244_neck_lapel_type,Kimono
84_1178369_neck_lapel_type,Waterfall
83_1127484_neck_lapel_type,Mao
82_1110551_neck_lapel_type,Waterfall
82_1114693_neck_lapel_type,INVALID
86_1218168_neck_lapel_type,Kimono
85_1188819_neck_lapel_type,Redondo
81_1050502_neck_lapel_type,Kimono
86_1196854_neck_lapel_type,Kimono
82_1090974_neck_lapel_type,Waterfall
86_1221983_neck_lapel_type,Kimono
86_1221200_neck_lapel_type,Kimono
86_1211035_neck_lapel_type,Redondo
86_1214205_neck_lapel_type,Halter
82_1100718_neck_lapel_type,Kimono
83_1138308_neck_lapel_type,Pico
85_1204736_neck_lapel_type,INVALID
86_13409032_neck_lapel_type,Polo
86_1207987_neck_lapel_type,Kimono
86_1216000_neck_lapel_type,Off Shoulder
85_1180646_neck_lapel_type,Pico
81_1080993_neck_lapel_type,Alto/Envolvente
84_1167694_neck_lapel_type,Pico
81_1073809_neck_lapel_type,Halter
83_1133299_neck_lapel_type,Kimono
82_1086010_neck_lapel_type,Babydoll/Peter Pan
82_1112987_neck_lapel_type,Button Down
85_1188820_neck_lapel_type,Pico
83_1127198_neck_lapel_type,Kimono
83_1134434_neck_lapel_type,Cisne
82_1109400_neck_lapel_type,Waterfall
81_1058960_neck_lapel_type,INVALID
81_1071008_neck_lapel_type,Pico
85_1180445_neck_lapel_type,Pico
84_1155166_neck_lapel_type,Waterfall
86_1212403_neck_lapel_type,Kimono
86_1215060_neck_lapel_type,Pico
85_1201862_neck_lapel_type,Peak Lapel
83_1121104_neck_lapel_type,Kimono
82_1113467_neck_lapel_type,Kimono
85_1174629_neck_lapel_type,Cutaway
83_1140556_neck_lapel_type,Hawaiano/Bowling
86_1232745_neck_lapel_type,Panadero
83_1139813_neck_lapel_type,Peak Lapel
85_1191771_neck_lapel_type,Kimono
84_1155008_neck_lapel_type,Kimono
85_1200694_neck_lapel_type,Solapa
85_1196112_neck_lapel_type,Redondo
81_1077969_neck_lapel_type,Kimono
82_1117024_neck_lapel_type,Camisero
85_1186740_neck_lapel_type,Redondo
85_1180329_neck_lapel_type,Panadero
82_1127945_neck_lapel_type,Capucha
83_1130902_neck_lapel_type,Redondo
83_1150939_neck_lapel_type,Alto/Envolvente
84_1165726_neck_lapel_type,Redondo
85_1189817_neck_lapel_type,Alto/Envolvente
84_1159834_neck_lapel_type,Redondo
84_1170447_neck_lapel_type,Button Down
85_1194448_neck_lapel_type,Panadero
86_1215462_neck_lapel_type,Babydoll/Peter Pan
86_1213927_neck_lapel_type,Solapa
81_1073483_neck_lapel_type,Off Shoulder
83_1109008_neck_lapel_type,Redondo
85_1197007_neck_lapel_type,Kimono
82_1103642_neck_lapel_type,Pico
86_1220546_neck_lapel_type,Kimono
84_1162711_neck_lapel_type,Pico
82_1075025_neck_lapel_type,Alto/Envolvente
86_9893076_neck_lapel_type,Polo
85_1181430_neck_lapel_type,Cutaway
85_1187619_neck_lapel_type,Alto/Envolvente
86_1200757_neck_lapel_type,Kimono
82_1121998_neck_lapel_type,Caja
86_1213028_neck_lapel_type,Kimono
83_1131318_neck_lapel_type,Pico
86_1217931_neck_lapel_type,Button Down
84_1156687_neck_lapel_type,Asimétrico
85_1185116_neck_lapel_type,Polo
85_1190471_neck_lapel_type,Redondo
85_1184021_neck_lapel_type,Caja
84_1161775_neck_lapel_type,Off Shoulder
84_1155622_neck_lapel_type,Kimono
82_1067151_neck_lapel_type,Asimétrico
85_1193592_neck_lapel_type,INVALID
83_1127727_neck_lapel_type,Mao
86_1209198_neck_lapel_type,Kimono
86_1225032_neck_lapel_type,Kimono
86_1201711_neck_lapel_type,Kimono
81_1044957_neck_lapel_type,Pico
83_1126558_neck_lapel_type,Pico
83_1127682_neck_lapel_type,Kimono
84_1185648_neck_lapel_type,Kimono
84_1167019_neck_lapel_type,Chimenea
82_1095087_neck_lapel_type,Waterfall
85_1196159_neck_lapel_type,Kimono
86_1214420_neck_lapel_type,Cruzado
82_1081713_neck_lapel_type,Kimono
82_1087851_neck_lapel_type,Alto/Envolvente
81_1067908_neck_lapel_type,Kimono
84_1154167_neck_lapel_type,Redondo
81_1053847_neck_lapel_type,Kimono
86_1213830_neck_lapel_type,Cutaway
85_1176819_neck_lapel_type,Kimono
83_1126514_neck_lapel_type,Kimono
83_1129230_neck_lapel_type,Polo
82_1091281_neck_lapel_type,Solapa
85_1183220_neck_lapel_type,Asimétrico
84_1173683_neck_lapel_type,Waterfall
81_1058923_neck_lapel_type,INVALID
85_1181937_neck_lapel_type,Chimenea
84_1155696_neck_lapel_type,Kimono
86_1200759_neck_lapel_type,Asimétrico
85_1174773_neck_lapel_type,Escotado
